SITE,DATE,TIME,MARKET,PLAYER,TM,GAME,OFFICIAL LINEUP,BATTING ORDER,,,,OVER PRICE,UNDER PRICE,IMPLIED PROEJCTION,BatX Projection,,
BetMGM,Jul 5,7:15 PM,Hits,Zach McKinstry,DET,DET@CLE,,8,,,,0.5 (-145),0.5 (+110),0.85,0.89,5.31%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Will Smith,LAD,HOU@LAD,,3,,,,0.5 (-200),0.5 (+155),1,1.05,5.18%,OVER
BetMGM,Jul 5,9:10 PM,Hits,Michael A. Taylor,CWS,CWS@COL,,9,,,,0.5 (-165),0.5 (+130),0.91,0.92,1.26%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Zack Short,HOU,HOU@LAD,,9,,,,0.5 (+115),0.5 (-150),0.63,0.65,3.00%,OVER
BetMGM,Jul 5,2:10 PM,Hits,Taylor Walls,TB,TB@MIN,,7,,,,0.5 (-145),0.5 (+110),0.85,0.89,5.35%,OVER
BetMGM,Jul 5,4:05 PM,Hits,Jarren Duran,BOS,BOS@WSH,,7,,,,0.5 (-225),0.5 (+170),1.06,1.09,3.21%,OVER
BetMGM,Jul 5,4:10 PM,Hits,Jonathan India,KC,KC@ARI,,1,,,,0.5 (-235),0.5 (+175),1.08,1.09,1.09%,OVER
BetMGM,Jul 5,2:10 PM,Hits,Kody Clemens,MIN,TB@MIN,,8,,,,0.5 (+100),0.5 (-130),0.69,0.75,9.92%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Riley Greene,DET,DET@CLE,,4,,,,0.5 (-220),0.5 (+170),1.05,1.07,2.59%,OVER
BetMGM,Jul 5,2:10 PM,Hits,Chandler Simpson,TB,TB@MIN,,8,,,,0.5 (-210),0.5 (+155),1.03,1.17,13.93%,OVER
BetMGM,Jul 5,4:05 PM,Hits,Roman Anthony,BOS,BOS@WSH,,3,,,,0.5 (-210),0.5 (+155),1.03,1.12,8.74%,OVER
BetMGM,Jul 5,4:10 PM,Hits,Gunnar Henderson,BAL,BAL@ATL,,3,,,,0.5 (-200),0.5 (+150),1,1.03,2.50%,OVER
BetMGM,Jul 5,9:10 PM,Hits,Ryan McMahon,COL,CWS@COL,,6,,,,0.5 (-210),0.5 (+160),1.03,1.04,0.99%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Isaac Paredes,HOU,HOU@LAD,,1,,,,0.5 (-175),0.5 (+135),0.94,1.01,7.57%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Jose Altuve,HOU,HOU@LAD,,3,,,,0.5 (-235),0.5 (+180),1.08,1.1,1.53%,OVER
BetMGM,Jul 5,2:10 PM,Hits,Carlos Correa,MIN,TB@MIN,,4,,,,0.5 (-200),0.5 (+155),1,1.04,4.23%,OVER
BetMGM,Jul 5,2:10 PM,Hits,Byron Buxton,MIN,TB@MIN,,1,,,,1.5 (+200),1.5 (-275),1.16,1.16,0.03%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Freddie Freeman,LAD,HOU@LAD,,4,,,,0.5 (-220),0.5 (+165),1.05,1.08,3.47%,OVER
BetMGM,Jul 5,4:10 PM,Hits,Joseph Ortiz,MIL,MIL@MIA,,9,,,,0.5 (-145),0.5 (+110),0.85,0.86,1.20%,OVER
BetMGM,Jul 5,9:40 PM,Hits,Evan Carter,TEX,TEX@SD,,5,,,,0.5 (-140),0.5 (+110),0.83,0.92,10.84%,OVER
BetMGM,Jul 5,2:20 PM,Hits,Victor Scott II,STL,STL@CHC,,9,,,,0.5 (-155),0.5 (+120),0.88,0.91,3.54%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Mauricio Dubon,HOU,HOU@LAD,,8,,,,0.5 (-160),0.5 (+120),0.9,1,12.01%,OVER
BetMGM,Jul 5,4:10 PM,Hits,Tyler O'Neill,BAL,BAL@ATL,,8,,,,0.5 (-135),0.5 (+105),0.81,0.88,8.69%,OVER
BetMGM,Jul 5,2:10 PM,Hits,Yandy Diaz,TB,TB@MIN,,1,,,,1.5 (+190),1.5 (-250),1.2,1.27,6.49%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Yainer Diaz,HOU,HOU@LAD,,6,,,,0.5 (-225),0.5 (+170),1.06,1.17,10.14%,OVER
BetMGM,Jul 5,2:10 PM,Hits,Jake Mangum,TB,TB@MIN,,5,,,,1.5 (+220),1.5 (-300),1.11,1.17,5.10%,OVER
BetMGM,Jul 5,2:10 PM,Hits,Matt Wallner,MIN,TB@MIN,,6,,,,0.5 (-135),0.5 (+105),0.81,0.84,3.46%,OVER
BetMGM,Jul 5,7:15 PM,Hits,Johnathan Rodriguez,CLE,DET@CLE,,8,,,,0.5 (-120),0.5 (-105),0.76,0.84,10.73%,OVER
BetMGM,Jul 5,4:10 PM,Hits,Colton Cowser,BAL,BAL@ATL,,7,,,,0.5 (-130),0.5 (+100),0.8,0.83,4.90%,OVER
BetRivers,Jul 5,2:10 PM,Hits,Josh Lowe,TB,TB@MIN,,6,,,,0.5 (-225),,1.06,1.08,1.86%,OVER
BetRivers,Jul 5,2:10 PM,Hits,Taylor Walls,TB,TB@MIN,,7,,,,0.5 (-157),,0.88,0.89,0.96%,OVER
BetRivers,Jul 5,9:40 PM,Hits,Gavin Sheets,SD,TEX@SD,,6,,,,0.5 (-148),,0.86,0.86,0.42%,OVER
BetRivers,Jul 5,9:40 PM,Hits,Jake Burger,TEX,TEX@SD,,8,,,,0.5 (-141),,0.83,0.92,10.36%,OVER
BetRivers,Jul 5,4:05 PM,Hits,Jarren Duran,BOS,BOS@WSH,,7,,,,0.5 (-240),,1.09,1.09,0.04%,OVER
BetRivers,Jul 5,4:10 PM,Hits,Jonathan India,KC,KC@ARI,,1,,,,0.5 (-240),,1.09,1.09,0.07%,OVER
BetRivers,Jul 5,2:10 PM,Hits,Junior Caminero,TB,TB@MIN,,3,,,,0.5 (-250),,1.12,1.14,1.82%,OVER
BetRivers,Jul 5,4:10 PM,Hits,Jackson Holliday,BAL,BAL@ATL,,1,,,,0.5 (-167),,0.92,0.98,6.72%,OVER
BetRivers,Jul 5,2:10 PM,Hits,Chandler Simpson,TB,TB@MIN,,8,,,,0.5 (-220),,1.05,1.17,11.51%,OVER
BetRivers,Jul 5,9:40 PM,Hits,Wyatt Langford,TEX,TEX@SD,,6,,,,0.5 (-186),,0.97,0.99,1.77%,OVER
BetRivers,Jul 5,4:05 PM,Hits,Roman Anthony,BOS,BOS@WSH,,3,,,,0.5 (-210),,1.03,1.12,8.74%,OVER
BetRivers,Jul 5,4:10 PM,Hits,Austin Riley,ATL,BAL@ATL,,3,,,,0.5 (-235),,1.08,1.12,3.91%,OVER
BetRivers,Jul 5,4:10 PM,Hits,Jesus Sanchez,MIA,MIL@MIA,,2,,,,0.5 (-182),,0.96,0.99,2.97%,OVER
BetRivers,Jul 5,9:40 PM,Hits,Kyle Higashioka,TEX,TEX@SD,,9,,,,0.5 (-130),,0.8,0.8,1.02%,OVER
BetRivers,Jul 5,4:10 PM,Hits,Gary Sanchez,BAL,BAL@ATL,,6,,,,0.5 (-122),,0.77,0.8,3.64%,OVER
BetRivers,Jul 5,7:15 PM,Hits,Isaac Paredes,HOU,HOU@LAD,,1,,,,0.5 (-175),,0.94,1.01,7.57%,OVER
BetRivers,Jul 5,7:15 PM,Hits,Jose Altuve,HOU,HOU@LAD,,3,,,,0.5 (-200),,1,1.1,9.54%,OVER
BetRivers,Jul 5,2:20 PM,Hits,Lars Nootbaar,STL,STL@CHC,,6,,,,0.5 (-200),,1,1.06,5.53%,OVER
BetRivers,Jul 5,2:10 PM,Hits,Brandon Lowe,TB,TB@MIN,,2,,,,0.5 (-240),,1.09,1.11,1.64%,OVER
BetRivers,Jul 5,9:40 PM,Hits,Adolis Garcia,TEX,TEX@SD,,4,,,,0.5 (-177),,0.94,0.97,2.89%,OVER
BetRivers,Jul 5,7:15 PM,Hits,Yainer Diaz,HOU,HOU@LAD,,6,,,,0.5 (-225),,1.06,1.17,10.14%,OVER
BetRivers,Jul 5,2:10 PM,Hits,Jake Mangum,TB,TB@MIN,,5,,,,0.5 (-250),,1.12,1.17,4.69%,OVER
BetRivers,Jul 5,4:10 PM,Hits,Jordan Westburg,BAL,BAL@ATL,,2,,,,0.5 (-200),,1,1.02,1.76%,OVER
BetRivers,Jul 5,4:10 PM,Hits,Colton Cowser,BAL,BAL@ATL,,7,,,,0.5 (-125),,0.78,0.83,7.29%,OVER
BetRivers,Jul 5,4:10 PM,Hits,Ryan O'Hearn,BAL,BAL@ATL,,5,,,,0.5 (-162),,0.9,0.96,6.24%,OVER
BetRivers,Jul 5,9:40 PM,Hits,Corey Seager,TEX,TEX@SD,,2,,,,0.5 (-245),,1.1,1.12,1.61%,OVER
BetRivers,Jul 5,7:15 PM,Hits,Will Smith,LAD,HOU@LAD,,3,,,,0.5 (-220),,1.05,1.05,0.62%,OVER
BetRivers,Jul 5,4:10 PM,Hits,Gunnar Henderson,BAL,BAL@ATL,,3,,,,0.5 (-205),,1.01,1.03,1.32%,OVER
BetRivers,Jul 5,9:40 PM,Hits,Josh H. Smith,TEX,TEX@SD,,1,,,,0.5 (-205),,1.01,1.02,0.79%,OVER
BetRivers,Jul 5,7:15 PM,Hits,Cam Smith,HOU,HOU@LAD,,2,,,,0.5 (-200),,1,1.1,10.03%,OVER
BetRivers,Jul 5,2:10 PM,Hits,Jonathan Aranda,TB,TB@MIN,,4,,,,0.5 (-220),,1.05,1.11,6.05%,OVER
BetRivers,Jul 5,4:10 PM,Hits,Maikel Garcia,KC,KC@ARI,,4,,,,0.5 (-240),,1.09,1.17,6.86%,OVER
BetRivers,Jul 5,9:40 PM,Hits,Evan Carter,TEX,TEX@SD,,5,,,,0.5 (-137),,0.82,0.92,12.23%,OVER
BetRivers,Jul 5,9:40 PM,Hits,Jackson Merrill,SD,TEX@SD,,2,,,,0.5 (-250),,1.12,1.13,1.51%,OVER
BetRivers,Jul 5,2:20 PM,Hits,Victor Scott II,STL,STL@CHC,,9,,,,0.5 (-162),,0.9,0.91,1.05%,OVER
BetRivers,Jul 5,7:15 PM,Hits,Shohei Ohtani,LAD,HOU@LAD,,1,,,,0.5 (-245),,1.1,1.17,5.93%,OVER
BetRivers,Jul 5,7:15 PM,Hits,Christian Walker,HOU,HOU@LAD,,4,,,,0.5 (-165),,0.91,0.98,8.13%,OVER
BetRivers,Jul 5,7:15 PM,Hits,Victor Caratini,HOU,HOU@LAD,,5,,,,0.5 (-177),,0.94,1.04,10.06%,OVER
BetRivers,Jul 5,9:40 PM,Hits,Marcus Semien,TEX,TEX@SD,,3,,,,0.5 (-220),,1.05,1.07,2.04%,OVER
BetRivers,Jul 5,9:40 PM,Hits,Jonah Heim,TEX,TEX@SD,,7,,,,0.5 (-132),,0.8,0.85,6.28%,OVER
BetRivers,Jul 5,4:10 PM,Hits,Jurickson Profar,ATL,BAL@ATL,,4,,,,0.5 (-167),,0.92,0.95,3.69%,OVER
Bovada,Jul 5,2:10 PM,Hits,Trevor Larnach,MIN,TB@MIN,,3,,,,0.5 (-185),0.5 (+140),0.97,0.99,2.16%,OVER
Bovada,Jul 5,4:10 PM,Hits,Maikel Garcia,KC,KC@ARI,,4,,,,0.5 (-260),0.5 (+190),1.14,1.17,2.39%,OVER
Bovada,Jul 5,7:15 PM,Hits,Brayan Rocchio,CLE,DET@CLE,,9,,,,0.5 (-115),0.5 (-115),0.74,0.77,4.20%,OVER
Bovada,Jul 5,7:15 PM,Hits,Isaac Paredes,HOU,HOU@LAD,,1,,,,0.5 (-180),0.5 (+135),0.95,1.01,6.04%,OVER
Bovada,Jul 5,7:15 PM,Hits,Jose Altuve,HOU,HOU@LAD,,3,,,,0.5 (-190),0.5 (+145),0.98,1.1,12.25%,OVER
Bovada,Jul 5,4:10 PM,Hits,Jazz Chisholm,NYY,NYY@NYM,,5,,,,0.5 (-180),0.5 (+135),0.95,0.95,0.08%,OVER
Bovada,Jul 5,4:10 PM,Hits,Aaron Judge,NYY,NYY@NYM,,2,,,,0.5 (-250),0.5 (+185),1.12,1.14,2.03%,OVER
Bovada,Jul 5,4:10 PM,Hits,Gary Sanchez,BAL,BAL@ATL,,6,,,,0.5 (-125),0.5 (-105),0.78,0.8,2.21%,OVER
Bovada,Jul 5,7:15 PM,Hits,Mauricio Dubon,HOU,HOU@LAD,,8,,,,0.5 (-185),0.5 (+140),0.97,1,3.85%,OVER
Bovada,Jul 5,4:10 PM,Hits,Tyler O'Neill,BAL,BAL@ATL,,8,,,,0.5 (-130),0.5 (-100),0.8,0.88,11.07%,OVER
Bovada,Jul 5,4:10 PM,Hits,Kyle Isbel,KC,KC@ARI,,9,,,,0.5 (-120),0.5 (-110),0.76,0.77,2.05%,OVER
Bovada,Jul 5,4:10 PM,Hits,Nick Loftin,KC,KC@ARI,,7,,,,0.5 (-145),0.5 (+110),0.85,0.89,5.49%,OVER
Bovada,Jul 5,2:20 PM,Hits,Michael Busch,CHC,STL@CHC,,7,,,,0.5 (-190),0.5 (+145),0.98,0.98,0.39%,OVER
Bovada,Jul 5,2:20 PM,Hits,Pete Crow-Armstrong,CHC,STL@CHC,,4,,,,0.5 (-240),0.5 (+175),1.09,1.11,1.62%,OVER
Bovada,Jul 5,4:10 PM,Hits,Nick Allen,ATL,BAL@ATL,,9,,,,0.5 (-130),0.5 (-100),0.8,0.82,2.98%,OVER
Bovada,Jul 5,2:20 PM,Hits,Lars Nootbaar,STL,STL@CHC,,6,,,,0.5 (-185),0.5 (+140),0.97,1.06,9.56%,OVER
Bovada,Jul 5,2:20 PM,Hits,Nolan Gorman,STL,STL@CHC,,7,,,,0.5 (-165),0.5 (+125),0.91,0.93,2.60%,OVER
Bovada,Jul 5,4:05 PM,Hits,Jarren Duran,BOS,BOS@WSH,,7,,,,0.5 (-230),0.5 (+170),1.07,1.09,2.12%,OVER
Bovada,Jul 5,4:10 PM,Hits,Jonathan India,KC,KC@ARI,,1,,,,0.5 (-240),0.5 (+175),1.09,1.09,0.07%,OVER
Bovada,Jul 5,7:15 PM,Hits,Riley Greene,DET,DET@CLE,,4,,,,0.5 (-230),0.5 (+170),1.07,1.07,0.44%,OVER
Bovada,Jul 5,2:10 PM,Hits,Chandler Simpson,TB,TB@MIN,,8,,,,0.5 (-240),0.5 (+175),1.09,1.17,6.95%,OVER
Bovada,Jul 5,4:05 PM,Hits,Roman Anthony,BOS,BOS@WSH,,3,,,,0.5 (-210),0.5 (+155),1.03,1.12,8.74%,OVER
Bovada,Jul 5,7:15 PM,Hits,Cam Smith,HOU,HOU@LAD,,2,,,,0.5 (-210),0.5 (+155),1.03,1.1,7.56%,OVER
Bovada,Jul 5,4:10 PM,Hits,Isaac Collins,MIL,MIL@MIA,,7,,,,0.5 (-130),0.5 (-100),0.8,0.8,1.13%,OVER
Bovada,Jul 5,4:10 PM,Hits,Gunnar Henderson,BAL,BAL@ATL,,3,,,,0.5 (-210),0.5 (+155),1.03,1.03,0.20%,OVER
Bovada,Jul 5,2:10 PM,Hits,Byron Buxton,MIN,TB@MIN,,1,,,,1.5 (+205),1.5 (-280),1.15,1.16,1.30%,OVER
Bovada,Jul 5,7:15 PM,Hits,Freddie Freeman,LAD,HOU@LAD,,4,,,,0.5 (-230),0.5 (+170),1.07,1.08,1.31%,OVER
Bovada,Jul 5,7:15 PM,Hits,Shohei Ohtani,LAD,HOU@LAD,,1,,,,0.5 (-230),0.5 (+170),1.07,1.17,9.25%,OVER
Bovada,Jul 5,7:15 PM,Hits,Christian Walker,HOU,HOU@LAD,,4,,,,0.5 (-170),0.5 (+130),0.92,0.98,6.42%,OVER
Bovada,Jul 5,4:10 PM,Hits,Cedric Mullins,BAL,BAL@ATL,,9,,,,0.5 (-120),0.5 (-110),0.76,0.83,8.69%,OVER
Bovada,Jul 5,7:15 PM,Hits,Victor Caratini,HOU,HOU@LAD,,5,,,,0.5 (-160),0.5 (+120),0.9,1.04,16.10%,OVER
Bovada,Jul 5,4:10 PM,Hits,Joseph Ortiz,MIL,MIL@MIA,,9,,,,0.5 (-145),0.5 (+110),0.85,0.86,1.20%,OVER
Bovada,Jul 5,9:40 PM,Hits,Evan Carter,TEX,TEX@SD,,5,,,,0.5 (-135),0.5 (+105),0.81,0.92,13.18%,OVER
Bovada,Jul 5,2:20 PM,Hits,Victor Scott II,STL,STL@CHC,,9,,,,0.5 (-160),0.5 (+120),0.9,0.91,1.73%,OVER
Bovada,Jul 5,7:15 PM,Hits,Yainer Diaz,HOU,HOU@LAD,,6,,,,0.5 (-230),0.5 (+170),1.07,1.17,8.98%,OVER
Bovada,Jul 5,2:10 PM,Hits,Matt Wallner,MIN,TB@MIN,,6,,,,0.5 (-130),0.5 (-100),0.8,0.84,5.72%,OVER
Bovada,Jul 5,4:10 PM,Hits,Colton Cowser,BAL,BAL@ATL,,7,,,,0.5 (-125),0.5 (-105),0.78,0.83,7.29%,OVER
Bovada,Jul 5,2:20 PM,Hits,Kyle Tucker,CHC,STL@CHC,,2,,,,1.5 (+190),1.5 (-260),1.2,1.32,10.39%,OVER
Bovada,Jul 5,4:10 PM,Hits,Ryan O'Hearn,BAL,BAL@ATL,,5,,,,0.5 (-180),0.5 (+135),0.95,0.96,0.52%,OVER
Bovada,Jul 5,7:15 PM,Hits,Will Smith,LAD,HOU@LAD,,3,,,,0.5 (-210),0.5 (+155),1.03,1.05,2.81%,OVER
DraftKings,Jul 5,4:05 PM,Hits,Bryce Harper,PHI,CIN@PHI,,3,,,,0.5 (-235),0.5 (+170),1.08,1.09,0.85%,OVER
DraftKings,Jul 5,7:15 PM,Hits,Freddie Freeman,LAD,HOU@LAD,,4,,,,0.5 (-220),0.5 (+160),1.05,1.08,3.47%,OVER
DraftKings,Jul 5,7:15 PM,Hits,Shohei Ohtani,LAD,HOU@LAD,,1,,,,0.5 (-235),0.5 (+170),1.08,1.17,8.11%,OVER
DraftKings,Jul 5,9:40 PM,Hits,Xander Bogaerts,SD,TEX@SD,,5,,,,0.5 (-210),0.5 (+155),1.03,1.05,2.67%,OVER
DraftKings,Jul 5,7:15 PM,Hits,Victor Caratini,HOU,HOU@LAD,,5,,,,0.5 (-190),0.5 (+140),0.98,1.04,6.25%,OVER
DraftKings,Jul 5,4:10 PM,Hits,Jazz Chisholm,NYY,NYY@NYM,,5,,,,0.5 (-175),0.5 (+130),0.94,0.95,1.53%,OVER
DraftKings,Jul 5,9:40 PM,Hits,Kyle Higashioka,TEX,TEX@SD,,9,,,,0.5 (-125),0.5 (-110),0.78,0.8,3.32%,OVER
DraftKings,Jul 5,7:15 PM,Hits,Yainer Diaz,HOU,HOU@LAD,,6,,,,0.5 (-240),0.5 (+175),1.09,1.17,6.75%,OVER
DraftKings,Jul 5,2:10 PM,Hits,Jake Mangum,TB,TB@MIN,,5,,,,0.5 (-260),0.5 (+190),1.14,1.17,2.43%,OVER
DraftKings,Jul 5,4:10 PM,Hits,Colton Cowser,BAL,BAL@ATL,,7,,,,0.5 (-140),0.5 (+105),0.83,0.83,0.53%,OVER
DraftKings,Jul 5,2:20 PM,Hits,Kyle Tucker,CHC,STL@CHC,,2,,,,1.5 (+175),1.5 (-240),1.3,1.32,1.92%,OVER
DraftKings,Jul 5,4:10 PM,Hits,Ryan O'Hearn,BAL,BAL@ATL,,5,,,,0.5 (-180),0.5 (+135),0.95,0.96,0.52%,OVER
DraftKings,Jul 5,7:15 PM,Hits,Will Smith,LAD,HOU@LAD,,3,,,,0.5 (-210),0.5 (+155),1.03,1.05,2.81%,OVER
DraftKings,Jul 5,4:10 PM,Hits,Nick Loftin,KC,KC@ARI,,7,,,,0.5 (-155),0.5 (+115),0.88,0.89,1.59%,OVER
DraftKings,Jul 5,4:10 PM,Hits,Nick Allen,ATL,BAL@ATL,,9,,,,0.5 (-135),0.5 (+100),0.81,0.82,0.77%,OVER
DraftKings,Jul 5,2:20 PM,Hits,Lars Nootbaar,STL,STL@CHC,,6,,,,0.5 (-215),0.5 (+160),1.04,1.06,2.04%,OVER
DraftKings,Jul 5,2:20 PM,Hits,Nolan Gorman,STL,STL@CHC,,7,,,,0.5 (-165),0.5 (+120),0.91,0.93,2.60%,OVER
DraftKings,Jul 5,7:15 PM,Hits,Cam Smith,HOU,HOU@LAD,,2,,,,0.5 (-230),0.5 (+170),1.07,1.1,3.06%,OVER
DraftKings,Jul 5,2:10 PM,Hits,Jonathan Aranda,TB,TB@MIN,,4,,,,0.5 (-245),0.5 (+180),1.1,1.11,0.68%,OVER
DraftKings,Jul 5,7:15 PM,Hits,Cooper Hummel,HOU,HOU@LAD,,7,,,,0.5 (-125),0.5 (-110),0.78,0.86,9.96%,OVER
DraftKings,Jul 5,4:10 PM,Hits,Maikel Garcia,KC,KC@ARI,,4,,,,0.5 (-245),0.5 (+180),1.1,1.17,5.77%,OVER
DraftKings,Jul 5,9:10 PM,Hits,Ryan McMahon,COL,CWS@COL,,6,,,,0.5 (-205),0.5 (+150),1.01,1.04,2.13%,OVER
DraftKings,Jul 5,7:15 PM,Hits,Jose Altuve,HOU,HOU@LAD,,3,,,,0.5 (-235),0.5 (+170),1.08,1.1,1.53%,OVER
DraftKings,Jul 5,9:40 PM,Hits,Fernando Tatis Jr.,SD,TEX@SD,,1,,,,1.5 (+195),1.5 (-265),1.18,1.23,4.47%,OVER
DraftKings,Jul 5,4:10 PM,Hits,Tyler O'Neill,BAL,BAL@ATL,,8,,,,0.5 (-135),0.5 (+100),0.81,0.88,8.69%,OVER
DraftKings,Jul 5,9:40 PM,Hits,Evan Carter,TEX,TEX@SD,,5,,,,0.5 (-155),0.5 (+115),0.88,0.92,4.63%,OVER
DraftKings,Jul 5,2:20 PM,Hits,Victor Scott II,STL,STL@CHC,,9,,,,0.5 (-160),0.5 (+120),0.9,0.91,1.73%,OVER
DraftKings,Jul 5,7:15 PM,Hits,Zack Short,HOU,HOU@LAD,,9,,,,0.5 (+120),0.5 (-160),0.61,0.65,6.08%,OVER
DraftKings,Jul 5,9:40 PM,Hits,Jake Burger,TEX,TEX@SD,,8,,,,0.5 (-165),0.5 (+125),0.91,0.92,1.08%,OVER
DraftKings,Jul 5,4:10 PM,Hits,Oswald Peraza,NYY,NYY@NYM,,9,,,,0.5 (+100),,0.69,0.7,2.03%,OVER
DraftKings,Jul 5,4:05 PM,Hits,Jarren Duran,BOS,BOS@WSH,,7,,,,0.5 (-230),0.5 (+170),1.07,1.09,2.12%,OVER
DraftKings,Jul 5,4:10 PM,Hits,Jonathan India,KC,KC@ARI,,1,,,,0.5 (-240),0.5 (+175),1.09,1.09,0.07%,OVER
DraftKings,Jul 5,7:15 PM,Hits,Riley Greene,DET,DET@CLE,,4,,,,0.5 (-230),0.5 (+170),1.07,1.07,0.44%,OVER
DraftKings,Jul 5,4:10 PM,Hits,Javier Sanoja,MIA,MIL@MIA,,9,,,,0.5 (-145),0.5 (+105),0.85,0.87,2.58%,OVER
DraftKings,Jul 5,9:10 PM,Hits,Yanquiel Fernandez,COL,CWS@COL,,9,,,,0.5 (-155),0.5 (+115),0.88,0.9,1.94%,OVER
DraftKings,Jul 5,2:10 PM,Hits,Chandler Simpson,TB,TB@MIN,,8,,,,0.5 (-230),0.5 (+170),1.07,1.17,9.17%,OVER
DraftKings,Jul 5,4:05 PM,Hits,Roman Anthony,BOS,BOS@WSH,,3,,,,0.5 (-205),0.5 (+150),1.01,1.12,9.96%,OVER
ESPN BET,Jul 5,7:15 PM,Hits,Mauricio Dubon,HOU,HOU@LAD,,8,,,,0.5 (-160),0.5 (+115),0.9,1,12.01%,OVER
ESPN BET,Jul 5,4:10 PM,Hits,Tyler O'Neill,BAL,BAL@ATL,,8,,,,0.5 (-150),0.5 (+105),0.86,0.88,2.34%,OVER
ESPN BET,Jul 5,7:15 PM,Hits,Yainer Diaz,HOU,HOU@LAD,,6,,,,0.5 (-225),0.5 (+160),1.06,1.17,10.14%,OVER
ESPN BET,Jul 5,2:10 PM,Hits,Matt Wallner,MIN,TB@MIN,,6,,,,0.5 (-135),0.5 (-100),0.81,0.84,3.46%,OVER
ESPN BET,Jul 5,7:15 PM,Hits,Johnathan Rodriguez,CLE,DET@CLE,,8,,,,0.5 (-125),0.5 (-110),0.78,0.84,8.05%,OVER
ESPN BET,Jul 5,4:10 PM,Hits,Colton Cowser,BAL,BAL@ATL,,7,,,,0.5 (-130),0.5 (-105),0.8,0.83,4.90%,OVER
ESPN BET,Jul 5,4:10 PM,Hits,Jazz Chisholm,NYY,NYY@NYM,,5,,,,0.5 (-175),0.5 (+125),0.94,0.95,1.53%,OVER
ESPN BET,Jul 5,9:40 PM,Hits,Kyle Higashioka,TEX,TEX@SD,,9,,,,0.5 (-130),0.5 (-105),0.8,0.8,1.02%,OVER
ESPN BET,Jul 5,4:10 PM,Hits,Aaron Judge,NYY,NYY@NYM,,2,,,,0.5 (-250),0.5 (+175),1.12,1.14,2.03%,OVER
ESPN BET,Jul 5,9:10 PM,Hits,Orlando Arcia,COL,CWS@COL,,8,,,,0.5 (-220),0.5 (+150),1.05,1.05,0.58%,OVER
ESPN BET,Jul 5,2:10 PM,Hits,Chandler Simpson,TB,TB@MIN,,8,,,,0.5 (-215),0.5 (+145),1.04,1.17,12.70%,OVER
ESPN BET,Jul 5,4:05 PM,Hits,Roman Anthony,BOS,BOS@WSH,,3,,,,0.5 (-215),0.5 (+145),1.04,1.12,7.56%,OVER
ESPN BET,Jul 5,7:15 PM,Hits,Cam Smith,HOU,HOU@LAD,,2,,,,0.5 (-215),0.5 (+145),1.04,1.1,6.39%,OVER
ESPN BET,Jul 5,2:20 PM,Hits,Pete Crow-Armstrong,CHC,STL@CHC,,4,,,,0.5 (-240),0.5 (+165),1.09,1.11,1.62%,OVER
ESPN BET,Jul 5,4:10 PM,Hits,Nick Allen,ATL,BAL@ATL,,9,,,,0.5 (-135),0.5 (-100),0.81,0.82,0.77%,OVER
ESPN BET,Jul 5,2:20 PM,Hits,Lars Nootbaar,STL,STL@CHC,,6,,,,0.5 (-180),0.5 (+130),0.95,1.06,11.07%,OVER
ESPN BET,Jul 5,2:20 PM,Hits,Nolan Gorman,STL,STL@CHC,,7,,,,0.5 (-165),0.5 (+120),0.91,0.93,2.60%,OVER
ESPN BET,Jul 5,7:15 PM,Hits,Freddie Freeman,LAD,HOU@LAD,,4,,,,0.5 (-225),0.5 (+160),1.06,1.08,2.39%,OVER
ESPN BET,Jul 5,7:15 PM,Hits,Shohei Ohtani,LAD,HOU@LAD,,1,,,,0.5 (-225),0.5 (+160),1.06,1.17,10.42%,OVER
ESPN BET,Jul 5,7:15 PM,Hits,Christian Walker,HOU,HOU@LAD,,4,,,,0.5 (-175),0.5 (+125),0.94,0.98,4.84%,OVER
ESPN BET,Jul 5,4:10 PM,Hits,Cedric Mullins,BAL,BAL@ATL,,9,,,,0.5 (-125),0.5 (-110),0.78,0.83,6.05%,OVER
ESPN BET,Jul 5,7:15 PM,Hits,Victor Caratini,HOU,HOU@LAD,,5,,,,0.5 (-180),0.5 (+130),0.95,1.04,9.12%,OVER
ESPN BET,Jul 5,4:10 PM,Hits,Gunnar Henderson,BAL,BAL@ATL,,3,,,,0.5 (-200),0.5 (+140),1,1.03,2.50%,OVER
ESPN BET,Jul 5,2:20 PM,Hits,Kyle Tucker,CHC,STL@CHC,,2,,,,1.5 (+180),1.5 (-260),1.25,1.32,5.79%,OVER
ESPN BET,Jul 5,7:15 PM,Hits,Will Smith,LAD,HOU@LAD,,3,,,,0.5 (-215),0.5 (+145),1.04,1.05,1.70%,OVER
ESPN BET,Jul 5,9:10 PM,Hits,Michael A. Taylor,CWS,CWS@COL,,9,,,,0.5 (-165),0.5 (+120),0.91,0.92,1.26%,OVER
